id_all,question,statement1,statement2,resolution,percent
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+1477bf9f-8090-40f0-9e63-b4cf0fd3f59e+7f388f61-383c-496f-a0b4-5aea5b0966c6+247eb1a2-17e1-45a4-a719-897d8f4c02f8,Please tell us about {{selectedCoffeeName}}. Why do you visit specifically this chain of coffee shops? What works for you?,It's convenient,It's close to home,0,0.75
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+1477bf9f-8090-40f0-9e63-b4cf0fd3f59e+ab16ec79-3035-4e5a-bc98-17289b61c298+d5a0adb3-3157-4ee3-85a1-ee0a1bf2d437,Please tell us about {{selectedCoffeeName}}. Why do you visit specifically this chain of coffee shops? What works for you?,Their frozen beverages are superior.,great frozen frappes,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+1477bf9f-8090-40f0-9e63-b4cf0fd3f59e+c2e96aef-135c-4d14-92c0-6dab8ae3698d+9eb6341b-3221-42a6-ba98-74aa50d2c90b,Please tell us about {{selectedCoffeeName}}. Why do you visit specifically this chain of coffee shops? What works for you?,GOOD COFFEE,Better than other coffee shops,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+1477bf9f-8090-40f0-9e63-b4cf0fd3f59e+e8f257e9-52a8-4823-8f3a-0ff71c8b04b9+c2e96aef-135c-4d14-92c0-6dab8ae3698d,Please tell us about {{selectedCoffeeName}}. Why do you visit specifically this chain of coffee shops? What works for you?,coffee is always the same,GOOD COFFEE,0,0.75
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+1477bf9f-8090-40f0-9e63-b4cf0fd3f59e+e8f257e9-52a8-4823-8f3a-0ff71c8b04b9+dd1e0e19-8b86-4bd2-89a2-f3ea5057b51f,Please tell us about {{selectedCoffeeName}}. Why do you visit specifically this chain of coffee shops? What works for you?,coffee is always the same,I need coffee,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+1477bf9f-8090-40f0-9e63-b4cf0fd3f59e+e9d76cf4-caef-4a17-ab56-10d028bfd39c+7f388f61-383c-496f-a0b4-5aea5b0966c6,Please tell us about {{selectedCoffeeName}}. Why do you visit specifically this chain of coffee shops? What works for you?,several locations,It's convenient,0,0.73
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+1c8bcd24-2eb7-49cf-8458-680315da95a6+eba5fee6-22b1-4bb6-8ca5-abfde62d8a8a,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,I visit coffee shops because I LOVE coffee a lot,I'm a caffiene fiend,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+3566f7dc-60ca-427c-b6d2-8bc09d6ed5c1+98ab99d5-d22d-40d1-92d2-9fb61e6072a1,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,ease of getting coffee,To get a good cup of coffee,0,0.7272727272727273
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+5b86de7f-f9fa-4e24-8c1c-511ce11ac5d5+1c8bcd24-2eb7-49cf-8458-680315da95a6,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,Because I love their coffee,I visit coffee shops because I LOVE coffee a lot,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+60433eea-6cea-42f4-a216-8e64b3d5b7c8+deeb4824-56ed-4d88-9566-8e66cf72c0cf,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,Just for morning routine,I drink coffee because it turns on my brain in the morning,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+611f317c-ee63-4a27-b37d-47d04f946888+c275fc8f-6167-4cb3-8a61-5fe7c58e6fcd,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,of course i vist the coffee shop to buy coffee,To get a good coffee,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+72a7530e-cc37-46fc-92ad-b0bb76d5e01c+8ba135d4-25bb-4789-8d66-fdd09b44c420,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,I perfer their coffee to others,quality,0,0.7333333333333333
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+b6bd4deb-2c6f-44d0-ab77-19c7e842c4db+3566f7dc-60ca-427c-b6d2-8bc09d6ed5c1,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,To get coffee without making it myself,ease of getting coffee,0,0.75
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+b6bd4deb-2c6f-44d0-ab77-19c7e842c4db+982530fa-55fe-4917-9889-d021761b0388,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,To get coffee without making it myself,Easier than making coffee at home,0,0.75
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+b6bd4deb-2c6f-44d0-ab77-19c7e842c4db+9884c20e-e576-4fc5-939f-6ac545318387,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,To get coffee without making it myself,Convince of getting coffee on the go.,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+b919b2c8-1be7-46ca-b9a9-300dd6ec80d3+9f62554c-1aed-4fb5-905a-acf723a34dc5,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,LOVE COFFEE,The taste of the coffee.,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+b919b2c8-1be7-46ca-b9a9-300dd6ec80d3+b83e3ed6-32d6-47e5-a7b1-341de6450539,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,LOVE COFFEE,I enjoy the taste of their coffee,0,0.7333333333333333
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+bbd0102a-e510-4e5b-8e59-26d725c4956a+01098929-14c4-41dd-b466-dc7333fd34b0,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,To drink coffee,Because I like coffee,0,0.7307692307692307
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+bbd0102a-e510-4e5b-8e59-26d725c4956a+ad9f9dd8-0b48-4c32-8dc9-337a8e34a456,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,To drink coffee,To purchase a coffee,0,0.7142857142857143
08e43aa0-ebae-e306-8ba8-a015b79fe4f6+c11bf15a-5a87-4a21-8bdd-8b82c614433f+bbd0102a-e510-4e5b-8e59-26d725c4956a+c275fc8f-6167-4cb3-8a61-5fe7c58e6fcd,Think about the different reasons why you visit a coffee shop. Please tell us what they are.,To drink coffee,To get a good coffee,0,0.7142857142857143
0c341d87-133d-4e60-8423-fc03136eeb89+ae950f2c-11c8-4554-9ca7-10ce58a4d22f+0aa39faf-4262-55c7-f876-0644b3de21fa+31aeefad-34e7-3049-dbab-bd70f4ec0efd,You said that the food in the image looked  *healthy*. What made you say that? Please be as detailed and descriptive as you can.,Seems to have a variety of goodness,Ingredient variety,0,0.75
0c341d87-133d-4e60-8423-fc03136eeb89+ae950f2c-11c8-4554-9ca7-10ce58a4d22f+2650c65c-32fc-f620-156a-d929c15d9d2e+8dbef82a-48be-b61e-6e06-c1cb5a11eb12,You said that the food in the image looked  *healthy*. What made you say that? Please be as detailed and descriptive as you can.,Veg in the dish,Veg,0,0.75
0c341d87-133d-4e60-8423-fc03136eeb89+ae950f2c-11c8-4554-9ca7-10ce58a4d22f+8dbef82a-48be-b61e-6e06-c1cb5a11eb12+b2223105-87ae-66b2-bb0a-400d618c25db,You said that the food in the image looked  *healthy*. What made you say that? Please be as detailed and descriptive as you can.,Veg,Had some veg,0,0.7
0c341d87-133d-4e60-8423-fc03136eeb89+b835ab77-837b-4bff-93e3-19c1b96d1fe9+004b0207-433e-1d62-f01a-1f84fb331be5+f4bdc0c3-b913-2d6d-396f-4b2d6c216b30,You said that the food in the image looked  *healthy*. What made you say that? Please be as detailed and descriptive as you can.,It looks like it would contain all of the nutrients needed for a healthy dog,Looks highly edible for a dog,0,0.7142857142857143
0c341d87-133d-4e60-8423-fc03136eeb89+f9180c04-1516-4aa8-8d54-d7c3e6ea893c+5a0441b8-6e5f-4682-bd17-13dd34fcf790+a93b94da-f640-aea6-b13b-209fbce0dc30,"You said you typically buy wet food for your dog.   What does a healthy and nutritious wet food look like to you (i.e., its visual appearance in the bowl)? Please be as detailed and descriptive as you can.",Not a thick layer of congealed fat,Not to big chunks manageable for my dog,0,0.7142857142857143
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+07591ee1-f6a5-46fa-a1eb-006d09a0b9d2+6265844d-f664-43ce-b27f-13484e8366b0,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,She looked like she'd fit the part,I think she would be as good as any of the other actresses,0,0.7142857142857143
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+14dc5442-714e-4fa2-9e19-1919edb4044d+68845586-0338-4127-add4-3d233e38d2bb,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,gorgeous she is,She has a more interesting face,0,0.7142857142857143
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+5a74b659-72a4-4a63-b485-a16d69905cd4+b4a184bb-a00f-45ba-93aa-b97c154b281f,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,Prefer her as an actress,great actress,0,0.7222222222222222
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+8882e6e6-d12e-4669-ba3e-dedc33720b7c+6e8c65c3-8e0f-4a3c-9ce0-ffdd1a3998bf,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,I know her,she is the one i know most,0,0.7142857142857143
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+a7c819fb-b75e-45ca-b55d-219b412defaf+fe34e048-3039-4255-a08e-eb640c8f4443,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,sexiest looking,she would look great under my arm,0,0.7142857142857143
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+cd537d7e-49fa-4d81-b37f-02505b8921a6+265766b6-bd04-4a1a-996a-618fe489b50f,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,she is hot,shes hot,0,0.75
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+d6081212-ea46-4424-afba-33e0887f0d8f+04fbbf9c-7dcf-462e-acbb-75dc2826fd19,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,fit,Seems a better fit for the character,0,0.7142857142857143
0cbe04eb-aaf9-24c3-c6fb-829f77c216c4+3b0d5611-c649-4d08-8043-3507f682cfa6+e57e027c-09a4-4c3a-a803-347b23dea8a6+ddb4b910-5c73-4de0-ba97-4a6474ce7db2,Please tell us why you chose {{selectedActress}}. Be detailed and specific.,she is a good actor,I chose Anne Hathaway because she was good in Les Miserables,0,0.75
0f5bc902-9481-4f52-a531-a10b1c99af87+019a8c43-c8a3-41c5-803b-f35bfc8f43db+75e26884-a1d2-c612-7efa-169463df3a56+dae68503-7f20-ecab-d9f5-72d4049514d6,"If you were to purchase bone broth at the retail store(s) you typically shop, in what section(s) of the store should bone broth be located, where would you EXPECT to find it (different retailers may place bone broth in different areas, we want to know where YOU think it should be located)?",Next to all the other broths near the soups,With regular chicken broths,0,0.7142857142857143
0f5bc902-9481-4f52-a531-a10b1c99af87+1fd9f69a-005a-46ad-b401-ef482bf485e7+533573ff-553c-e3ad-9848-6de1b99d9bea+d4faa26a-9f41-b99a-9321-2307748c4d35,"What attributes or benefits are you seeking when you use or consume bone broth, if any?",They make it more tasty,We like how they taste,0,0.75
1068afb9-5af2-4236-989c-24efeb83de8b+44afe8b7-882b-43a4-a1ae-6ba2e2f5dfcd+349cf74a-88e2-4071-421d-05e893789afd+d3784fb3-46ae-9708-8b1a-94324a33f021,You said you would not be interested in purchasing the product shown in the ad. Please tell us why.,Don't need it now,No need for it,0,0.7142857142857143
1068afb9-5af2-4236-989c-24efeb83de8b+44afe8b7-882b-43a4-a1ae-6ba2e2f5dfcd+349cf74a-88e2-4071-421d-05e893789afd+fbf6e2c8-42c0-a1a9-56a3-ced320f64a19,You said you would not be interested in purchasing the product shown in the ad. Please tell us why.,Don't need it now,Don't have a need for this at present,0,0.75
1068afb9-5af2-4236-989c-24efeb83de8b+44afe8b7-882b-43a4-a1ae-6ba2e2f5dfcd+e1a20f01-58e6-458a-1685-08d257add5c0+e4d3c803-2192-6ffe-9c5b-f59b2bc3473e,You said you would not be interested in purchasing the product shown in the ad. Please tell us why.,Money,Too much money,0,0.7142857142857143
1137c950-8ed5-43da-bb27-43907e9859b6+72422d0a-7351-4b8f-9d6d-e6232f21639f+0f1def69-c5d3-b12f-41c7-6349ec0be655+3315d8fe-8efb-9a22-7947-4f9e46ad3318,Why would you consider using this app? Please be as detailed as possible.,It sounds like it could be a good stress reliever,I think it sounds promising,0,0.7142857142857143
12f6a3ad-1aa8-0f53-299b-cd783ed2feff+2f6d67ee-d109-4fa8-8da5-0c0c02b7fc5f+0dd808c9-f4a6-4505-8654-5dca2d57b27c+a6ec8b0c-fd4b-45fa-9db8-d5bb5aeffda1,5. Why do you use that social media platform more than the others?,because it is cooler,I like the way it's set up,0,0.7
12f6a3ad-1aa8-0f53-299b-cd783ed2feff+2f6d67ee-d109-4fa8-8da5-0c0c02b7fc5f+dd6cd922-458c-4b45-a9e3-2061aad19c12+a3e477ef-aee7-4f3f-aef2-b7c6631947a6,5. Why do you use that social media platform more than the others?,love it,It's the one I am accustomed to,0,0.7
